Created on 05-18-2020,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume ETH,Volume USD
2019-06-19,ETHUSD,264.24,270.35,263.41,269,35116.84,9378984.44
2019-06-18,ETHUSD,273.94,274.03,260.58,264.24,66608.96,17753776.49
2019-06-17,ETHUSD,268.19,275.83,267.65,273.94,48516.0,13206038.98
2019-06-16,ETHUSD,269.29,279.2,263.2,268.19,54620.71,14799165.05
2019-06-15,ETHUSD,263.71,273.64,261.71,269.29,41924.19,11164052.89
2019-06-14,ETHUSD,255.14,266.29,252.33,263.71,32537.85,8376996.73
2019-06-13,ETHUSD,262.54,264.5,254.18,255.14,45756.74,11871659.15
2019-06-12,ETHUSD,245.25,263.68,243,262.54,55099.5,13981592.47
2019-06-11,ETHUSD,247.81,249.53,236.91,245.25,34471.81,8380635.36
2019-06-10,ETHUSD,231.73,248.72,227.47,247.81,45937.8,11046068.12
2019-06-09,ETHUSD,244.43,245.71,223,231.73,41047.32,9612597.03
2019-06-08,ETHUSD,249.35,250.96,241.57,244.43,13387.46,3296334.67
2019-06-07,ETHUSD,249.46,254.57,244.92,249.35,37523.34,9343833.98
2019-06-06,ETHUSD,246.18,251.22,235.33,249.46,35865.44,8729638.17
2019-06-05,ETHUSD,240.66,249.3,237.66,246.18,36220.0,8829637.67
2019-06-04,ETHUSD,249.5,250.99,232.2,240.66,84454.03,20509984.03
2019-06-03,ETHUSD,269.42,270.36,247.11,249.5,58285.48,15087618.11
2019-06-02,ETHUSD,264.56,274.7,264.04,269.42,29984.16,8083982.85
2019-06-01,ETHUSD,267.07,274.86,260.88,264.56,33251.56,8887031.97
2019-05-31,ETHUSD,254.37,268.86,245.07,267.07,76425.4,19612910.93
2019-05-30,ETHUSD,269.29,289.04,239.33,254.37,115975.6,31345359.67
2019-05-29,ETHUSD,271,274.47,256.56,269.29,42713.26,11475270.25
2019-05-28,ETHUSD,271.79,276.51,265.37,271,42169.42,11393998.07
2019-05-27,ETHUSD,268.21,279.98,264.75,271.79,78270.56,21088299.05
2019-05-26,ETHUSD,251.95,272.9,245.98,268.21,51946.76,13477189.9
2019-05-25,ETHUSD,249.65,259.01,248.34,251.95,32954.58,8345272.61
2019-05-24,ETHUSD,245.79,256.33,242.44,249.65,62644.72,15741382.14
2019-05-23,ETHUSD,243.64,248.48,231.2,245.79,70346.85,16890147.91
2019-05-22,ETHUSD,254.77,261.41,239.59,243.64,90073.84,22613194.16
2019-05-21,ETHUSD,252.38,264.56,247.67,254.77,79133.77,20193720.73
2019-05-20,ETHUSD,261.34,261.34,238.88,252.38,82902.07,20683071.37
2019-05-19,ETHUSD,234.03,264.76,232.58,261.34,94555.01,24044292.71
2019-05-18,ETHUSD,244.09,248.33,231.2,234.03,43368.92,10383143.82
2019-05-17,ETHUSD,264.51,269.55,214,244.09,201085.32,47938847.91
2019-05-16,ETHUSD,248.79,281,242,264.51,271581.7,70915018.68
2019-05-15,ETHUSD,217.5,250.8,217.29,248.79,169027.32,39499778.73
2019-05-14,ETHUSD,196.47,220.99,194.99,217.5,158567.56,33091451.83
2019-05-13,ETHUSD,188.26,208.9,185.64,196.47,134219.12,26476647.85
2019-05-12,ETHUSD,192,204.19,182.64,188.26,142728.78,27431147.86
2019-05-11,ETHUSD,172.3,207,172.04,192,175770.86,33433828.92
2019-05-10,ETHUSD,170.18,176.12,167.41,172.3,79481.1,13707986.68
2019-05-09,ETHUSD,169.61,173.5,165.23,170.18,48059.87,8103570.87
2019-05-08,ETHUSD,166.15,172.01,162.25,169.61,65393.86,10954974.38
2019-05-07,ETHUSD,171.21,180.74,171.21,176.14,41276.8,7305822.24
2019-05-06,ETHUSD,161.35,175.98,157.63,171.21,85969.26,14353670.36
2019-05-05,ETHUSD,161.95,163.58,155.47,161.35,25386.68,4080905.14
2019-05-04,ETHUSD,164.82,169,157.75,161.95,57801.25,9367572.93
2019-05-03,ETHUSD,158.52,169,157.7,164.82,69970.42,11500811.43
2019-05-02,ETHUSD,158.3,160.78,155.2,158.52,23265.08,3679180.82
2019-05-01,ETHUSD,160.06,162.82,156.52,158.3,31495.31,5002990.17
2019-04-30,ETHUSD,152.42,161.17,152.42,160.06,39828.78,6236635.87
2019-04-29,ETHUSD,153.13,154.6,148.1,152.42,33614.9,5107726.45
2019-04-28,ETHUSD,155.68,156.49,152.33,153.13,27662.24,4282879.75
2019-04-27,ETHUSD,153.1,158.55,152.5,155.68,29264.72,4524251.05
2019-04-26,ETHUSD,152,155.78,148.6,153.1,64658.7,9819318.31
2019-04-25,ETHUSD,165.74,166.33,146.17,152,82295.77,13083939.9
2019-04-24,ETHUSD,170.3,171.07,160.28,165.74,70627.45,11684067.15
2019-04-23,ETHUSD,171.47,177.07,168.7,170.3,69287.71,12021725.6
2019-04-22,ETHUSD,169.87,174,168.32,171.47,37737.23,6444593.71
2019-04-21,ETHUSD,173.5,174.29,166.13,169.87,26715.76,4532270.85
2019-04-20,ETHUSD,173.66,177.92,170.75,173.5,18828.9,3272994.33
2019-04-19,ETHUSD,174.17,174.33,169.09,173.66,30458.13,5248303.81
2019-04-18,ETHUSD,166.74,176.37,166.08,174.17,53731.45,9278280.63
2019-04-17,ETHUSD,166.52,168.67,164.44,166.74,37151.44,6174999.45
2019-04-16,ETHUSD,159.91,168.08,159.47,166.52,38535.23,6309870.45
2019-04-15,ETHUSD,168,169.57,156.02,159.91,56905.79,9311206.22
2019-04-14,ETHUSD,163.65,169.36,161.5,168,25243.02,4160848.98
2019-04-13,ETHUSD,164.11,166.1,161.85,163.65,18114.24,2969670.92
2019-04-12,ETHUSD,164.96,167.57,159.17,164.11,56210.43,9238542.32
2019-04-11,ETHUSD,177.7,178,160.33,164.96,67341.23,11271219.25
2019-04-10,ETHUSD,175.59,185.71,167,177.7,80893.41,14500408.86
2019-04-09,ETHUSD,180.72,180.84,174.19,175.59,65106.72,11529142.45
2019-04-08,ETHUSD,174.9,187.26,173.66,180.72,91552.87,16543431.49
2019-04-07,ETHUSD,166,176.57,164.11,174.9,41923.93,7139796.88
2019-04-06,ETHUSD,166.06,173.06,160,166,41866.95,6960531.89
2019-04-05,ETHUSD,157.72,168.64,156.2,166.06,54449.38,8913519.58
2019-04-04,ETHUSD,160.89,164.97,152.95,157.72,111326.82,17717661.43
2019-04-03,ETHUSD,164.58,180.03,152.42,160.89,196372.07,33099482.52
2019-04-02,ETHUSD,141,168.72,140.7,164.58,179781.78,27923898.3
2019-04-01,ETHUSD,141.02,142.95,138.27,141,39721.88,5619378.34
2019-03-19,ETHUSD,136.86,138.75,136.69,137.68,3871.47,534435.85
2019-03-18,ETHUSD,138.15,141.34,135.42,136.86,39466.65,5425351.21
2019-03-17,ETHUSD,140.38,140.38,135.55,138.15,24602.44,3397729.88
2019-03-16,ETHUSD,135.77,143.85,135.77,140.38,41397.06,5813919.71
2019-03-15,ETHUSD,131.3,136.93,131.3,135.77,41508.31,5570384.52
2019-03-14,ETHUSD,131.16,135.08,128.66,131.3,26840.14,3527919.76
2019-03-13,ETHUSD,132.67,132.76,130.12,131.16,13036.65,1711002.22
2019-03-12,ETHUSD,131.94,134.37,127.35,132.67,35175.21,4636975.4
2019-03-11,ETHUSD,134.59,135.43,130.46,131.94,45090.04,5970837.14
2019-03-10,ETHUSD,136.33,136.83,133.31,134.59,17958.35,2420897.72
2019-03-09,ETHUSD,132.8,138.2,132.03,136.33,31318.53,4261290.4
2019-03-08,ETHUSD,136.1,138.59,128.85,132.8,48099.69,6485208.19
2019-03-07,ETHUSD,137.04,139.8,134.65,136.1,49710.29,6802952.48
2019-03-06,ETHUSD,136.18,140.13,133.25,137.04,39998.93,5464628.38
2019-03-05,ETHUSD,125.16,137.64,124.75,136.18,62120.3,8235874.2
2019-03-04,ETHUSD,129.63,130.36,122.52,125.16,55433.28,6982620.43
2019-03-03,ETHUSD,132.19,134.42,127.34,129.63,25772.18,3393731.79
2019-03-02,ETHUSD,134.83,135.48,129.55,132.19,38225.98,5046582.86
2019-03-01,ETHUSD,134.34,137.6,133.77,134.83,35448.66,4798074.59
2019-02-28,ETHUSD,134.06,139.05,131.65,134.34,70901.88,9608610.44
2019-02-27,ETHUSD,135.9,139.83,125.66,134.06,82251.52,10992970.98
2019-02-26,ETHUSD,137.63,138.07,132.05,135.9,54544.72,7394362.93
2019-02-25,ETHUSD,131.84,141.98,131.42,137.63,82953.04,11372356.62
2019-02-24,ETHUSD,157.42,165.76,131.4,131.84,147378.26,21635513.07
2019-02-23,ETHUSD,146.4,160,144.8,157.42,96848.66,14841895.1
2019-02-22,ETHUSD,144.3,147.52,142.11,146.4,86017.14,12527296.7
2019-02-21,ETHUSD,147.03,149.5,141.61,144.3,56775.01,8213401.87
2019-02-20,ETHUSD,142.62,148.62,139.01,147.03,74898.78,10794520.11
2019-02-19,ETHUSD,144.52,149.21,141.5,142.62,89246.37,13021500.15
2019-02-18,ETHUSD,132.28,147.91,131,144.52,149249.33,20963651.49
2019-02-17,ETHUSD,121.68,134.38,121.3,132.28,67865.06,8609252.79
2019-02-16,ETHUSD,120.45,123.71,120.4,121.68,20838.98,2538865.36
2019-02-15,ETHUSD,119.28,123.4,119,120.45,54459.26,6572877.58
2019-02-14,ETHUSD,120.61,123.34,118.89,119.28,47805.06,5772118.03
2019-02-13,ETHUSD,120.93,125.12,119.5,120.61,52674.91,6396674.41
2019-02-12,ETHUSD,119.43,122.3,117,120.93,45614.76,5466468.59
2019-02-11,ETHUSD,123.94,124.04,118.11,119.43,70682.85,8471414.91
2019-02-10,ETHUSD,117.92,125.1,114.83,123.94,38027.62,4496265.99
2019-02-09,ETHUSD,118.19,119.97,116.54,117.92,28790.32,3396967.62
2019-02-08,ETHUSD,103.3,121.67,102.38,118.19,86340.01,9635386.67
2019-02-07,ETHUSD,103.32,104.88,102.6,103.3,31884.28,3305768.13
2019-02-06,ETHUSD,106,106.42,100,103.32,63445.23,6481035.5
2019-02-05,ETHUSD,105.95,106.6,105.14,106,20729.95,2195189.22
2019-02-04,ETHUSD,105.91,107.91,105.3,105.95,36049.24,3830928.74
2019-02-03,ETHUSD,109.24,110.02,104.44,105.91,30157.93,3227918.94
2019-02-02,ETHUSD,106.03,110,105.04,109.24,21713.95,2324895.72
2019-02-01,ETHUSD,105.81,107.62,103,106.03,56576.17,5937197.66
2019-01-31,ETHUSD,107.6,110.07,104.78,105.81,19518.1,2086883.0
2019-01-30,ETHUSD,104.1,109.4,102.89,107.6,35999.18,3843973.56
2019-01-29,ETHUSD,105.47,105.95,102.1,104.1,43953.14,4578095.29
2019-01-28,ETHUSD,111.33,112.14,100.9,105.47,69204.93,7272386.81
2019-01-27,ETHUSD,114.95,115.8,110.32,111.33,17330.9,1960508.11
2019-01-26,ETHUSD,114.79,117.64,114.57,114.95,9891.86,1143403.31
2019-01-25,ETHUSD,116.5,117.12,114.12,114.79,34789.74,4022263.42
2019-01-24,ETHUSD,116.56,117.17,113.5,116.5,37460.29,4326693.39
2019-01-23,ETHUSD,118,118.96,114.91,116.56,34623.85,4059783.63
2019-01-22,ETHUSD,115.86,119.98,111.01,118,50330.73,5844691.3
2019-01-21,ETHUSD,117.48,118.24,113.44,115.86,31173.0,3628024.75
2019-01-20,ETHUSD,123.09,123.89,115.49,117.48,31264.35,3727909.26
2019-01-19,ETHUSD,119.35,127,118.7,123.09,34191.2,4227370.82
2019-01-18,ETHUSD,122.52,122.73,118.22,119.35,30260.24,3653629.77
2019-01-17,ETHUSD,122.14,123.9,116.97,122.52,53843.63,6513276.8
2019-01-16,ETHUSD,120.04,127.77,119.29,122.14,43625.55,5331521.85
2019-01-15,ETHUSD,128.33,130.59,116.68,120.04,63432.03,7947280.56
2019-01-14,ETHUSD,115.25,131.47,115.24,128.33,58206.75,7196542.14
2019-01-13,ETHUSD,124.56,125.52,113.46,115.25,33514.37,3968636.4
2019-01-12,ETHUSD,125.93,127.37,123.37,124.56,15433.27,1938365.15
2019-01-11,ETHUSD,126.45,128.74,121.52,125.93,61032.04,7671457.98
2019-01-10,ETHUSD,149.56,151.1,122.21,126.45,111302.28,14677611.21
2019-01-09,ETHUSD,149.01,153,147.7,149.56,36745.16,5523618.23
2019-01-08,ETHUSD,150.66,153,146.55,149.01,41159.88,6160431.94
2019-01-07,ETHUSD,156,157.24,148.53,150.66,31949.93,4887257.94
2019-01-06,ETHUSD,153.85,159.66,148.47,156,46616.8,7166974.59
2019-01-05,ETHUSD,152.98,160.95,152.31,153.85,44910.48,7046576.74
2019-01-04,ETHUSD,147.02,156.48,145.02,152.98,62279.3,9392620.82
2019-01-03,ETHUSD,153.35,154.73,144.09,147.02,36630.17,5440336.56
2019-01-02,ETHUSD,139.75,156.8,138.54,153.35,48537.96,7177194.13
2019-01-01,ETHUSD,130.67,141.25,129.5,139.75,28500.87,3878124.34
2018-12-31,ETHUSD,138.56,139.01,128.42,130.67,34827.16,4673530.19
2018-12-30,ETHUSD,134.02,140.35,128.65,138.56,45952.5,6211084.38
2018-12-29,ETHUSD,136.94,150.04,121.7,134.02,67314.52,9242532.53
2018-12-28,ETHUSD,114.6,138.82,113.14,136.94,91051.99,11600312.05
2018-12-27,ETHUSD,130.53,131.77,112.3,114.6,69777.0,8448198.39
2018-12-26,ETHUSD,128.81,136.76,123.28,130.53,67426.99,8761405.48
2018-12-25,ETHUSD,139,140.01,120.62,128.81,104262.02,13321742.94
2018-12-24,ETHUSD,129.73,159.11,129.41,139,158798.86,23035958.03
2018-12-23,ETHUSD,115.6,133,115.6,129.73,71583.28,9092148.04
2018-12-22,ETHUSD,107.71,116.39,105.46,115.6,28444.97,3163394.04
2018-12-21,ETHUSD,114.54,118.94,105.05,107.71,84037.83,9465598.52
2018-12-20,ETHUSD,99.27,117,98,114.54,151025.62,16536573.0
2018-12-19,ETHUSD,100.89,108.13,98.25,99.27,146412.01,15139980.65
2018-12-18,ETHUSD,93.98,101.59,91.49,100.89,68453.86,6483436.45
2018-12-17,ETHUSD,83.76,96.78,83.5,93.98,87185.89,7820357.74
2018-12-16,ETHUSD,83.08,86.65,82.94,83.76,20838.34,1776305.06
2018-12-15,ETHUSD,82.91,84.15,80.99,83.08,18287.27,1511809.9
2018-12-14,ETHUSD,85.31,85.91,80.9,82.91,74615.34,6244096.09
2018-12-13,ETHUSD,89.09,90.24,83.7,85.31,51053.08,4456171.82
2018-12-12,ETHUSD,86.9,91.01,86,89.09,41368.2,3677003.52
2018-12-11,ETHUSD,89.27,91.02,85,87.31,49907.48,4370236.25
2018-12-10,ETHUSD,92.63,94.6,87.32,89.27,53990.16,4860115.68
2018-12-09,ETHUSD,90.07,98.41,88.09,92.63,73663.44,6818981.68
2018-12-08,ETHUSD,92.5,97.51,83.7,90.07,105438.37,9487885.38
2018-12-07,ETHUSD,89.16,109.43,81.19,92.5,237675.43,20804425.36
2018-12-06,ETHUSD,100.67,103.01,88.86,89.16,137644.28,13474890.4
2018-12-05,ETHUSD,108.8,109.12,100.21,100.67,97484.85,10168979.03
2018-12-04,ETHUSD,107.28,112.18,104.16,108.8,37740.21,4109004.34
2018-12-03,ETHUSD,114.91,115.65,104.36,107.28,56880.04,6216848.02
2018-12-02,ETHUSD,116.8,119.35,113.95,114.91,29589.07,3429422.36
2018-12-01,ETHUSD,111.9,119.74,109.99,116.8,35465.73,4071998.6
2018-11-30,ETHUSD,116.46,119.08,108.83,111.9,58500.83,6625678.56
2018-11-29,ETHUSD,121.81,123.21,113.05,116.46,76052.18,8993146.89
2018-11-28,ETHUSD,108.47,125.57,108.47,121.81,130815.99,15186828.78
2018-11-27,ETHUSD,106.82,111.22,99,108.47,93266.16,9760143.8
2018-11-26,ETHUSD,113.59,117.59,102.69,106.82,128626.55,14157061.48
2018-11-25,ETHUSD,110.26,119.06,98.11,113.59,153776.01,16620110.84
2018-11-24,ETHUSD,121.33,125.99,106.81,110.26,65552.52,7575895.02
2018-11-23,ETHUSD,123.4,125.14,116.18,121.33,103946.28,12549526.12
2018-11-22,ETHUSD,134.44,136.6,122.42,123.4,49385.81,6435129.94
2018-11-21,ETHUSD,127.36,137.46,122.37,134.44,132529.03,17389370.72
2018-11-20,ETHUSD,145.31,149.35,121.61,127.36,213254.04,28436168.07
2018-11-19,ETHUSD,175.99,175.99,142.27,145.31,167446.47,26060046.53
2018-11-18,ETHUSD,172.4,179.95,172.15,175.99,19080.46,3341732.12
2018-11-17,ETHUSD,172.11,176,170.45,172.4,14302.71,2462724.98
2018-11-16,ETHUSD,178.6,179.41,169.25,172.11,41057.33,7211517.73
2018-11-15,ETHUSD,178.04,181,165.14,178.6,87090.27,15159151.05
2018-11-14,ETHUSD,203.43,204.83,165.01,178.04,141671.87,25728416.63
2018-11-13,ETHUSD,208.83,208.83,202.71,203.43,18466.66,3796109.67
2018-11-12,ETHUSD,210.03,211.25,206.92,208.83,8445.99,1769090.32
2018-11-11,ETHUSD,210.38,211.2,206.11,210.03,5726.09,1195444.94
2018-11-10,ETHUSD,208.05,212.5,207.6,210.38,9033.53,1902409.24
2018-11-09,ETHUSD,210.14,212.27,206.01,208.05,13251.9,2772477.73
2018-11-08,ETHUSD,216.6,218.15,209.27,210.14,22796.36,4857072.7
2018-11-07,ETHUSD,218.24,222.98,215.29,216.6,31083.65,6808822.93
2018-11-06,ETHUSD,208.81,219.07,206.96,218.24,36929.14,7877168.74
2018-11-05,ETHUSD,210.28,212,205.04,208.81,18906.64,3939148.84
2018-11-04,ETHUSD,198.78,217.21,197.61,210.28,27729.64,5789360.48
2018-11-03,ETHUSD,199.9,200.2,197.95,198.78,5369.46,1067120.69
2018-11-02,ETHUSD,197.73,201.49,197.46,199.9,9539.34,1899876.84
2018-11-01,ETHUSD,196.68,198.56,195.96,197.73,7295.7,1435281.07
2018-10-31,ETHUSD,195.3,199.16,191.65,196.68,14454.24,2821187.17
2018-10-30,ETHUSD,194.14,196.69,192.96,195.3,11520.63,2239544.76
2018-10-29,ETHUSD,202.44,202.77,191.37,194.14,20088.4,3948123.8
2018-10-28,ETHUSD,201.26,203.16,200.8,202.44,6449.18,1301562.28
2018-10-27,ETHUSD,200.69,201.97,199.92,201.26,6425.65,1291298.59
2018-10-26,ETHUSD,199.66,204.27,198.54,200.69,18949.9,3807455.88
2018-10-25,ETHUSD,200.67,200.89,197.88,199.66,11922.85,2378708.36
2018-10-24,ETHUSD,200.96,202.84,200,200.67,15650.84,3152241.52
2018-10-23,ETHUSD,201.23,202.1,197.65,200.96,20103.28,4024804.89
2018-10-22,ETHUSD,202.19,203.24,199.33,201.23,11504.27,2319051.57
2018-10-21,ETHUSD,202.59,206.21,201.08,202.19,27494.39,5617387.42
2018-10-20,ETHUSD,200.08,206,198.84,202.59,18269.03,3701056.05
2018-10-19,ETHUSD,199.29,202.1,197.27,200.08,26749.5,5344344.66
2018-10-18,ETHUSD,203.41,205.95,196.63,199.29,38882.43,7856164.25
2018-10-17,ETHUSD,205.69,206.4,200.99,203.41,29120.25,5943379.9
2018-10-16,ETHUSD,204.86,204.86,202.71,203.57,351.21,71487.73
2018-10-15,ETHUSD,192.01,219.75,189.71,204.86,103720.6,21170412.65
2018-10-14,ETHUSD,196.79,199.5,187.45,192.01,13545.9,2643907.03
2018-10-13,ETHUSD,194.67,199.27,193,196.79,13570.9,2673932.67
2018-10-12,ETHUSD,188.42,197.89,186.89,194.67,22858.63,4427634.46
2018-10-11,ETHUSD,223.38,223.39,185,188.42,71605.68,14355465.32
2018-10-10,ETHUSD,226.3,226.47,221.11,223.38,13550.03,3024431.58
2018-10-09,ETHUSD,227.79,228.8,224.84,226.3,13511.68,3059606.06
2018-10-08,ETHUSD,224.34,230.98,222.2,227.79,25183.75,5718144.7
2018-10-07,ETHUSD,223.06,225.98,220.1,224.34,11745.44,2615518.47
2018-10-06,ETHUSD,226.73,227.19,222,223.06,9560.63,2140057.13
2018-10-05,ETHUSD,221.07,230.29,218.28,226.73,14379.43,3205683.0
2018-10-04,ETHUSD,218.96,225,218.12,221.07,18385.69,4093117.44
2018-10-03,ETHUSD,224.83,225.22,210.5,218.96,38697.23,8425923.0
2018-10-02,ETHUSD,229.66,230.74,221.39,224.83,14497.18,3278403.54
2018-10-01,ETHUSD,231.96,234.58,218,229.66,13722.65,3140788.73
2018-09-30,ETHUSD,230.56,238.47,224,231.96,16082.95,3723681.92
2018-09-29,ETHUSD,220.94,236.98,212.54,230.56,32806.05,7400428.2
2018-09-28,ETHUSD,228.58,233.65,214.32,220.94,40540.78,9110737.6
2018-09-27,ETHUSD,214.42,234,210,228.58,46089.96,10193571.57
2018-09-26,ETHUSD,218.85,223,207.21,214.42,29637.42,6381531.29
2018-09-25,ETHUSD,228.05,228.05,203.25,218.85,43699.63,9326270.49
2018-09-24,ETHUSD,244.14,245.76,224.5,228.05,22921.36,5365375.55
2018-09-23,ETHUSD,239.93,249.44,237,244.14,19335.63,4684844.14
2018-09-22,ETHUSD,247.64,255.89,232.6,239.93,31193.61,7489333.75
2018-09-21,ETHUSD,224.3,252.14,220.64,247.64,74459.86,17379203.29
2018-09-20,ETHUSD,209.48,227.68,206.8,224.3,36283.33,7783867.16
2018-09-19,ETHUSD,208.53,214.7,196.66,209.48,49875.25,10352434.05
2018-09-18,ETHUSD,196.16,214.39,194,208.53,35938.82,7361930.15
2018-09-17,ETHUSD,220.08,225,192,196.16,50924.54,10670230.06
2018-09-16,ETHUSD,221.93,223,205.62,220.08,17787.09,3854901.43
2018-09-15,ETHUSD,208.71,227,208.19,221.93,16998.02,3755322.84
2018-09-14,ETHUSD,211.31,223.91,202.53,208.71,72124.27,15423847.44
2018-09-13,ETHUSD,182.78,214.88,182.78,211.31,90544.48,18089296.99
2018-09-12,ETHUSD,185.04,185.04,167,182.78,70517.51,12243949.53
2018-09-11,ETHUSD,196.66,199.03,176,185.04,83013.95,15473033.2
2018-09-10,ETHUSD,195.8,202.77,186.44,196.66,44437.24,8631136.76
2018-09-09,ETHUSD,197.16,208.37,185.82,195.8,37329.69,7367237.48
2018-09-08,ETHUSD,214.77,220.38,190.11,197.16,51520.37,10496585.46
2018-09-07,ETHUSD,229.03,233.99,213.37,214.77,47472.43,10449814.0
2018-09-06,ETHUSD,227.99,259.48,210.79,229.03,62118.89,13883562.35
2018-09-05,ETHUSD,285.22,287.55,226,227.99,53395.65,13681147.4
2018-09-04,ETHUSD,288.85,292.29,281.99,285.22,20921.81,6003554.03
2018-09-03,ETHUSD,294.75,296.38,285,288.85,14272.21,4126843.82
2018-09-02,ETHUSD,295.45,299.16,288.78,294.75,13789.7,4065231.51
2018-09-01,ETHUSD,281.49,302.66,281.47,295.45,13507.21,3963848.19
2018-08-31,ETHUSD,284.21,284.93,276.23,281.49,13576.45,3813282.84
2018-08-30,ETHUSD,288.34,290.81,272.23,284.21,21610.46,6085859.05
2018-08-29,ETHUSD,295.9,297.04,284,288.34,10750.94,3124396.9
2018-08-28,ETHUSD,287.99,297.97,282.5,295.9,18066.32,5223906.6
2018-08-27,ETHUSD,274.69,288.25,271.3,287.99,12957.61,3604170.34
2018-08-26,ETHUSD,277.99,277.99,269.61,274.69,6441.85,1763186.35
2018-08-25,ETHUSD,280.9,283.14,276.2,277.99,2568.84,717109.38
2018-08-24,ETHUSD,275.72,283.72,270.01,280.9,12600.89,3488787.96
2018-08-23,ETHUSD,269.99,280.65,268.17,275.72,17426.25,4778703.6
2018-08-22,ETHUSD,281.25,298.89,258.99,269.99,28132.21,7854319.61
2018-08-21,ETHUSD,270.85,285.71,269.73,281.25,17859.54,4946818.1
2018-08-20,ETHUSD,299.97,303.99,269.35,270.85,24070.61,6858707.92
2018-08-19,ETHUSD,293.83,306.65,289.13,299.97,15283.59,4543476.94
2018-08-18,ETHUSD,317.43,321.18,282.67,293.83,28432.14,8484409.55
2018-08-17,ETHUSD,286.62,318.53,285.11,317.43,38560.07,11620021.97
2018-08-16,ETHUSD,281.17,298.97,278.14,286.62,26607.61,7707006.73
2018-08-15,ETHUSD,277.83,305.76,276.87,281.17,36888.34,10654712.32
2018-08-14,ETHUSD,283.95,283.96,250.54,277.83,93651.36,24682548.69
2018-08-13,ETHUSD,318.08,321.86,281.07,283.95,35376.53,10739356.81
2018-08-12,ETHUSD,312.89,312.89,312.89,312.89,0.0,0.0
2018-08-11,ETHUSD,331.63,332.84,311.64,312.89,11026.37,3513894.97
2018-08-10,ETHUSD,363.52,366.23,326,331.63,21295.27,7453618.69
2018-08-09,ETHUSD,355.59,370.43,350.84,363.52,30689.28,11058293.08
2018-08-08,ETHUSD,378.3,381.52,347.62,355.59,38217.34,13959803.63
2018-08-07,ETHUSD,404.25,410.67,369.22,378.3,22084.43,8700819.43
2018-08-06,ETHUSD,408.97,412.99,400.59,404.25,9716.07,3953960.95
2018-08-05,ETHUSD,406.54,413.58,400.36,408.97,7449.33,3029059.21
2018-08-04,ETHUSD,416.91,418.99,401.16,406.54,10050.63,4122164.46
2018-08-03,ETHUSD,410.56,419.88,397.41,416.91,15210.82,6209972.29
2018-08-02,ETHUSD,420.06,424.85,407.33,410.56,14313.3,5954815.21
2018-08-01,ETHUSD,432.29,434.41,407.49,420.06,17818.57,7468005.1
2018-07-31,ETHUSD,456.97,457.23,427.3,432.29,16276.38,7090601.79
2018-07-30,ETHUSD,466.47,469.06,445.5,456.97,10719.74,4892642.39
2018-07-29,ETHUSD,469,471.97,461.8,466.47,2204.24,1028442.56
2018-07-28,ETHUSD,469.21,472,461.11,469,2160.23,1009706.15
2018-07-27,ETHUSD,461.98,474.61,455.8,469.21,10102.08,4684922.19
2018-07-26,ETHUSD,471.33,484.14,459.57,461.98,10386.12,4920088.7
2018-07-25,ETHUSD,479.58,484.64,463.1,471.33,11699.13,5547067.79
2018-07-24,ETHUSD,449.73,483.24,448.01,479.58,15138.01,7103846.09
2018-07-23,ETHUSD,457,469.51,445.74,449.73,11768.88,5404493.57
2018-07-22,ETHUSD,461.39,471.51,453,457,5169.7,2394027.55
2018-07-21,ETHUSD,447.34,468.68,441.33,461.39,5795.98,2665757.34
2018-07-20,ETHUSD,468.58,469.66,441,447.34,11213.47,5119097.95
2018-07-19,ETHUSD,479.47,483.73,462.45,468.58,9223.82,4361604.85
2018-07-18,ETHUSD,498.9,514.94,469.06,479.47,17950.88,8827798.19
2018-07-17,ETHUSD,478,511.44,465.75,498.9,27583.62,13491675.6
2018-07-16,ETHUSD,449.54,480,444.02,478,17599.98,8236863.39
2018-07-15,ETHUSD,433.37,454.94,431.05,449.54,11051.8,4954806.28
2018-07-14,ETHUSD,433.43,439.99,428.2,433.37,3707.71,1607752.46
2018-07-13,ETHUSD,430.57,442.4,424,433.43,11426.97,4961020.34
2018-07-12,ETHUSD,444.34,445.92,417.37,430.57,13839.76,5933860.05
2018-07-11,ETHUSD,433.24,447.1,424.89,444.34,11055.06,4831248.18
2018-07-10,ETHUSD,471.76,473.48,426.95,433.24,32529.14,14465722.84
2018-07-09,ETHUSD,485.52,488.64,468.17,471.76,12176.44,5831552.37
2018-07-08,ETHUSD,485.68,495.48,481.92,485.52,8879.97,4321466.68
2018-07-07,ETHUSD,469.99,487,461.26,485.68,7700.5,3650553.96
2018-07-06,ETHUSD,467.98,477,450.08,469.99,9005.83,4183244.49
2018-07-05,ETHUSD,466.99,479.05,457.37,467.98,14252.21,6683988.84
2018-07-04,ETHUSD,460.89,482.2,451.06,466.99,16081.83,7489591.49
2018-07-03,ETHUSD,475.63,486.99,459.66,460.89,16389.19,7733222.42
2018-07-02,ETHUSD,452.42,481.7,443.28,475.63,26051.77,12095485.03
2018-07-01,ETHUSD,453.84,456.99,444.33,452.42,11857.34,5362612.82
2018-06-30,ETHUSD,434.4,463,434.4,453.84,17994.05,8074383.08
2018-06-29,ETHUSD,420.51,442.08,404.98,434.4,22951.4,9557402.17
