Created on 05-18-2020,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume ETH,Volume USD
2019-07-15,ETHUSD,225.89,235.76,202.27,228.65,91567.68,20399876.72
2019-07-14,ETHUSD,269.06,269.84,191.91,225.89,102720.86,24410537.1
2019-07-13,ETHUSD,275.66,275.9,261.97,269.06,27792.39,7483559.54
2019-07-12,ETHUSD,269.01,279.67,265.91,275.66,39207.45,10714395.29
2019-07-11,ETHUSD,288.73,288.73,262.02,269.01,65312.69,17740774.36
2019-07-10,ETHUSD,307.6,314.98,280.19,288.73,82527.78,24487226.52
2019-07-09,ETHUSD,313.21,318.7,302.95,307.6,66019.51,20579851.95
2019-07-08,ETHUSD,306.59,315,302.38,313.21,43924.56,13575889.34
2019-07-07,ETHUSD,287.65,310.7,284.01,306.59,41312.63,12360384.3
2019-07-06,ETHUSD,287.95,298.16,285.05,287.65,23747.76,6927496.6
2019-07-05,ETHUSD,282.77,295.17,280,287.95,48468.59,13959641.62
2019-07-04,ETHUSD,301.98,304,280.28,282.77,33386.22,9788691.38
2019-07-03,ETHUSD,291.36,303.5,289.46,301.98,48445.04,14294776.05
2019-07-02,ETHUSD,293.81,296.09,271.03,291.36,74716.32,21008670.61
2019-07-01,ETHUSD,289.95,301.28,261.38,293.81,70308.88,20054043.93
2019-06-30,ETHUSD,318,323,285.77,289.95,54442.23,16440788.42
2019-06-29,ETHUSD,309.87,323.8,291.12,318,52952.31,16129808.88
2019-06-28,ETHUSD,293.57,312.77,288,309.87,65975.0,19894123.02
2019-06-27,ETHUSD,334.78,343.44,274.23,293.57,163007.01,49829230.77
2019-06-26,ETHUSD,316.88,363.18,310,334.78,160023.06,53972881.28
2019-06-25,ETHUSD,310.98,317.55,305.81,316.88,30194.94,9419408.97
2019-06-24,ETHUSD,306.39,313.42,295.38,310.98,40545.92,12421813.29
2019-06-23,ETHUSD,308.32,318.28,303.59,306.39,35865.57,11139479.42
2019-06-22,ETHUSD,295.93,315.4,293.39,308.32,75170.34,22946760.5
2019-06-21,ETHUSD,272.01,297.1,272.01,295.93,76545.37,21974969.4
2019-06-20,ETHUSD,269,274.55,266.38,272.01,24265.84,6545244.46
